entity_id,entity_type
e_D1,drug
e_D2,drug
e_D3,drug
e_D4,drug
e_D5,drug
e_D6,drug
e_D7,drug
e_D8,drug
e_D9,drug
e_D10,drug
e_D11,drug
e_D12,drug
e_D13,drug
e_D14,drug
e_D15,drug
e_D16,drug
e_D17,drug
e_D18,drug
e_D19,drug
e_D20,drug
e_D21,drug
e_D22,drug
e_D23,drug
e_D24,drug
e_D25,drug
e_D26,drug
e_D27,drug
e_D28,drug
e_D29,drug
e_D30,drug
e_D31,drug
e_D32,drug
e_D33,drug
e_D34,drug
e_D35,drug
e_D36,drug
e_D37,drug
e_D38,drug
e_D39,drug
e_D40,drug
e_D41,drug
e_D42,drug
e_D43,drug
e_D44,drug
e_D45,drug
e_D46,drug
e_D47,drug
e_D48,drug
e_D49,drug
e_D50,drug
e_D51,drug
e_D52,drug
e_D53,drug
e_D54,drug
e_D55,drug
e_D56,drug
e_D57,drug
e_D58,drug
e_D59,drug
e_D60,drug
e_D61,drug
e_D62,drug
e_D63,drug
e_D64,drug
e_D65,drug
e_D66,drug
e_D67,drug
e_D68,drug
e_D69,drug
e_D70,drug
e_D71,drug
e_D72,drug
e_D73,drug
e_D74,drug
e_D75,drug
e_D76,drug
e_D77,drug
e_D78,drug
e_D79,drug
e_D80,drug
e_D81,drug
e_D82,drug
e_D83,drug
e_D84,drug
e_D85,drug
e_D86,drug
e_D87,drug
e_D88,drug
e_D89,drug
e_D90,drug
e_D91,drug
e_D92,drug
e_D93,drug
e_D94,drug
e_D95,drug
e_D96,drug
e_D97,drug
e_D98,drug
e_D99,drug
e_D100,drug
e_D101,drug
e_D102,drug
e_D103,drug
e_D104,drug
e_D105,drug
e_D106,drug
e_D107,drug
e_D108,drug
e_D109,drug
e_D110,drug
e_D111,drug
e_D112,drug
e_D113,drug
e_D114,drug
e_D115,drug
e_D116,drug
e_D117,drug
e_D118,drug
e_D119,drug
e_D120,drug
e_D121,drug
e_D122,drug
e_D123,drug
e_D124,drug
e_D125,drug
e_D126,drug
e_D127,drug
e_D128,drug
e_D129,drug
e_D130,drug
e_D131,drug
e_D132,drug
e_D133,drug
e_D134,drug
e_D135,drug
e_D136,drug
e_D137,drug
e_D138,drug
e_D139,drug
e_D140,drug
e_D141,drug
e_D142,drug
e_D143,drug
e_D144,drug
e_D145,drug
e_D146,drug
e_D147,drug
e_D148,drug
e_D149,drug
e_D150,drug
e_D151,drug
e_D152,drug
e_D153,drug
e_D154,drug
e_D155,drug
e_D156,drug
e_D157,drug
e_D158,drug
e_D159,drug
e_D160,drug
e_D161,drug
e_D162,drug
e_D163,drug
e_D164,drug
e_D165,drug
e_D166,drug
e_D167,drug
e_D168,drug
e_D169,drug
e_D170,drug
e_D171,drug
e_D172,drug
e_D173,drug
e_D174,drug
e_D175,drug
e_D176,drug
e_D177,drug
e_D178,drug
e_D179,drug
e_D180,drug
e_D181,drug
e_D182,drug
e_D183,drug
e_D184,drug
e_D185,drug
e_D186,drug
e_D187,drug
e_D188,drug
e_D189,drug
e_D190,drug
e_D191,drug
e_D192,drug
e_D193,drug
e_D194,drug
e_D195,drug
e_D196,drug
e_D197,drug
e_D198,drug
e_D199,drug
e_D200,drug
e_D201,drug
e_D202,drug
e_D203,drug
e_D204,drug
e_D205,drug
e_D206,drug
e_D207,drug
e_D208,drug
e_D209,drug
e_D210,drug
e_D211,drug
e_D212,drug
e_D213,drug
e_D214,drug
e_D215,drug
e_D216,drug
e_D217,drug
e_D218,drug
e_D219,drug
e_D220,drug
e_D221,drug
e_D222,drug
e_D223,drug
e_D224,drug
e_D225,drug
e_D226,drug
e_D227,drug
e_D228,drug
e_D229,drug
e_D230,drug
e_D231,drug
e_D232,drug
e_D233,drug
e_D234,drug
e_D235,drug
e_D236,drug
e_D237,drug
e_D238,drug
e_D239,drug
e_D240,drug
e_D241,drug
e_D242,drug
e_D243,drug
e_D244,drug
e_D245,drug
e_D246,drug
e_D247,drug
e_D248,drug
e_D249,drug
e_D250,drug
e_D251,drug
e_D252,drug
e_D253,drug
e_D254,drug
e_D255,drug
e_D256,drug
e_D257,drug
e_D258,drug
e_D259,drug
e_D260,drug
e_D261,drug
e_D262,drug
e_D263,drug
e_D264,drug
e_D265,drug
e_D266,drug
e_D267,drug
e_D268,drug
e_D269,drug
e_D270,drug
e_D271,drug
e_D272,drug
e_D273,drug
e_D274,drug
e_D275,drug
e_D276,drug
e_D277,drug
e_D278,drug
e_D279,drug
e_D280,drug
e_D281,drug
e_D282,drug
e_D283,drug
e_D284,drug
e_D285,drug
e_D286,drug
e_D287,drug
e_D288,drug
e_D289,drug
e_D290,drug
e_D291,drug
e_D292,drug
e_D293,drug
e_D294,drug
e_D295,drug
e_D296,drug
e_D297,drug
e_D298,drug
e_D299,drug
e_D300,drug
e_D301,drug
e_D302,drug
e_D303,drug
e_D304,drug
e_D305,drug
e_D306,drug
e_D307,drug
e_D308,drug
e_D309,drug
e_D310,drug
e_D311,drug
e_D312,drug
e_D313,drug
e_D314,drug
e_D315,drug
e_D316,drug
e_D317,drug
e_D318,drug
e_D319,drug
e_D320,drug
e_D321,drug
e_D322,drug
e_D323,drug
e_D324,drug
e_D325,drug
e_D326,drug
e_D327,drug
e_D328,drug
e_D329,drug
e_D330,drug
e_D331,drug
e_D332,drug
e_D333,drug
e_D334,drug
e_D335,drug
e_D336,drug
e_D337,drug
e_D338,drug
e_D339,drug
e_D340,drug
e_D341,drug
e_D342,drug
e_D343,drug
e_D344,drug
e_D345,drug
e_D346,drug
e_D347,drug
e_D348,drug
e_D349,drug
e_D350,drug
e_D351,drug
e_D352,drug
e_D353,drug
e_D354,drug
e_D355,drug
e_D356,drug
e_D357,drug
e_D358,drug
e_D359,drug
e_D360,drug
e_D361,drug
e_D362,drug
e_D363,drug
e_D364,drug
e_D365,drug
e_D366,drug
e_D367,drug
e_D368,drug
e_D369,drug
e_D370,drug
e_D371,drug
e_D372,drug
e_D373,drug
e_D374,drug
e_D375,drug
e_D376,drug
e_D377,drug
e_D378,drug
e_D379,drug
e_D380,drug
e_D381,drug
e_D382,drug
e_D383,drug
e_D384,drug
e_D385,drug
e_D386,drug
e_D387,drug
e_D388,drug
e_D389,drug
e_D390,drug
e_D391,drug
e_D392,drug
e_D393,drug
e_D394,drug
e_D395,drug
e_D396,drug
e_D397,drug
e_D398,drug
e_D399,drug
e_D400,drug
e_D401,drug
e_D402,drug
e_D403,drug
e_D404,drug
e_D405,drug
e_D406,drug
e_D407,drug
e_D408,drug
e_D409,drug
e_D410,drug
e_D411,drug
e_D412,drug
e_D413,drug
e_D414,drug
e_D415,drug
e_D416,drug
e_D417,drug
e_D418,drug
e_D419,drug
e_D420,drug
e_D421,drug
e_D422,drug
e_D423,drug
e_D424,drug
e_D425,drug
e_D426,drug
e_D427,drug
e_D428,drug
e_D429,drug
e_D430,drug
e_D431,drug
e_D432,drug
e_D433,drug
e_D434,drug
e_D435,drug
e_D436,drug
e_D437,drug
e_D438,drug
e_D439,drug
e_D440,drug
e_D441,drug
e_D442,drug
e_D443,drug
e_D444,drug
e_D445,drug
gpcr_D1,drug
gpcr_D2,drug
gpcr_D3,drug
gpcr_D4,drug
gpcr_D5,drug
gpcr_D6,drug
gpcr_D7,drug
gpcr_D8,drug
gpcr_D9,drug
gpcr_D10,drug
gpcr_D11,drug
gpcr_D12,drug
gpcr_D13,drug
gpcr_D14,drug
gpcr_D15,drug
gpcr_D16,drug
gpcr_D17,drug
gpcr_D18,drug
gpcr_D19,drug
gpcr_D20,drug
gpcr_D21,drug
gpcr_D22,drug
gpcr_D23,drug
gpcr_D24,drug
gpcr_D25,drug
gpcr_D26,drug
gpcr_D27,drug
gpcr_D28,drug
gpcr_D29,drug
gpcr_D30,drug
gpcr_D31,drug
gpcr_D32,drug
gpcr_D33,drug
gpcr_D34,drug
gpcr_D35,drug
gpcr_D36,drug
gpcr_D37,drug
gpcr_D38,drug
gpcr_D39,drug
gpcr_D40,drug
gpcr_D41,drug
gpcr_D42,drug
gpcr_D43,drug
gpcr_D44,drug
gpcr_D45,drug
gpcr_D46,drug
gpcr_D47,drug
gpcr_D48,drug
gpcr_D49,drug
gpcr_D50,drug
gpcr_D51,drug
gpcr_D52,drug
gpcr_D53,drug
gpcr_D54,drug
gpcr_D55,drug
gpcr_D56,drug
gpcr_D57,drug
gpcr_D58,drug
gpcr_D59,drug
gpcr_D60,drug
gpcr_D61,drug
gpcr_D62,drug
gpcr_D63,drug
gpcr_D64,drug
gpcr_D65,drug
gpcr_D66,drug
gpcr_D67,drug
gpcr_D68,drug
gpcr_D69,drug
gpcr_D70,drug
gpcr_D71,drug
gpcr_D72,drug
gpcr_D73,drug
gpcr_D74,drug
gpcr_D75,drug
gpcr_D76,drug
gpcr_D77,drug
gpcr_D78,drug
gpcr_D79,drug
gpcr_D80,drug
gpcr_D81,drug
gpcr_D82,drug
gpcr_D83,drug
gpcr_D84,drug
gpcr_D85,drug
gpcr_D86,drug
gpcr_D87,drug
gpcr_D88,drug
gpcr_D89,drug
gpcr_D90,drug
gpcr_D91,drug
gpcr_D92,drug
gpcr_D93,drug
gpcr_D94,drug
gpcr_D95,drug
gpcr_D96,drug
gpcr_D97,drug
gpcr_D98,drug
gpcr_D99,drug
gpcr_D100,drug
gpcr_D101,drug
gpcr_D102,drug
gpcr_D103,drug
gpcr_D104,drug
gpcr_D105,drug
gpcr_D106,drug
gpcr_D107,drug
gpcr_D108,drug
gpcr_D109,drug
gpcr_D110,drug
gpcr_D111,drug
gpcr_D112,drug
gpcr_D113,drug
gpcr_D114,drug
gpcr_D115,drug
gpcr_D116,drug
gpcr_D117,drug
gpcr_D118,drug
gpcr_D119,drug
gpcr_D120,drug
gpcr_D121,drug
gpcr_D122,drug
gpcr_D123,drug
gpcr_D124,drug
gpcr_D125,drug
gpcr_D126,drug
gpcr_D127,drug
gpcr_D128,drug
gpcr_D129,drug
gpcr_D130,drug
gpcr_D131,drug
gpcr_D132,drug
gpcr_D133,drug
gpcr_D134,drug
gpcr_D135,drug
gpcr_D136,drug
gpcr_D137,drug
gpcr_D138,drug
gpcr_D139,drug
gpcr_D140,drug
gpcr_D141,drug
gpcr_D142,drug
gpcr_D143,drug
gpcr_D144,drug
gpcr_D145,drug
gpcr_D146,drug
gpcr_D147,drug
gpcr_D148,drug
gpcr_D149,drug
gpcr_D150,drug
gpcr_D151,drug
gpcr_D152,drug
gpcr_D153,drug
gpcr_D154,drug
gpcr_D155,drug
gpcr_D156,drug
gpcr_D157,drug
gpcr_D158,drug
gpcr_D159,drug
gpcr_D160,drug
gpcr_D161,drug
gpcr_D162,drug
gpcr_D163,drug
gpcr_D164,drug
gpcr_D165,drug
gpcr_D166,drug
gpcr_D167,drug
gpcr_D168,drug
gpcr_D169,drug
gpcr_D170,drug
gpcr_D171,drug
gpcr_D172,drug
gpcr_D173,drug
gpcr_D174,drug
gpcr_D175,drug
gpcr_D176,drug
gpcr_D177,drug
gpcr_D178,drug
gpcr_D179,drug
gpcr_D180,drug
gpcr_D181,drug
gpcr_D182,drug
gpcr_D183,drug
gpcr_D184,drug
gpcr_D185,drug
gpcr_D186,drug
gpcr_D187,drug
gpcr_D188,drug
gpcr_D189,drug
gpcr_D190,drug
gpcr_D191,drug
gpcr_D192,drug
gpcr_D193,drug
gpcr_D194,drug
gpcr_D195,drug
gpcr_D196,drug
gpcr_D197,drug
gpcr_D198,drug
gpcr_D199,drug
gpcr_D200,drug
gpcr_D201,drug
gpcr_D202,drug
gpcr_D203,drug
gpcr_D204,drug
gpcr_D205,drug
gpcr_D206,drug
gpcr_D207,drug
gpcr_D208,drug
gpcr_D209,drug
gpcr_D210,drug
gpcr_D211,drug
gpcr_D212,drug
gpcr_D213,drug
gpcr_D214,drug
gpcr_D215,drug
gpcr_D216,drug
gpcr_D217,drug
gpcr_D218,drug
gpcr_D219,drug
gpcr_D220,drug
gpcr_D221,drug
gpcr_D222,drug
gpcr_D223,drug
ic_D1,drug
ic_D2,drug
ic_D3,drug
ic_D4,drug
ic_D5,drug
ic_D6,drug
ic_D7,drug
ic_D8,drug
ic_D9,drug
ic_D10,drug
ic_D11,drug
ic_D12,drug
ic_D13,drug
ic_D14,drug
ic_D15,drug
ic_D16,drug
ic_D17,drug
ic_D18,drug
ic_D19,drug
ic_D20,drug
ic_D21,drug
ic_D22,drug
ic_D23,drug
ic_D24,drug
ic_D25,drug
ic_D26,drug
ic_D27,drug
ic_D28,drug
ic_D29,drug
ic_D30,drug
ic_D31,drug
ic_D32,drug
ic_D33,drug
ic_D34,drug
ic_D35,drug
ic_D36,drug
ic_D37,drug
ic_D38,drug
ic_D39,drug
ic_D40,drug
ic_D41,drug
ic_D42,drug
ic_D43,drug
ic_D44,drug
ic_D45,drug
ic_D46,drug
ic_D47,drug
ic_D48,drug
ic_D49,drug
ic_D50,drug
ic_D51,drug
ic_D52,drug
ic_D53,drug
ic_D54,drug
ic_D55,drug
ic_D56,drug
ic_D57,drug
ic_D58,drug
ic_D59,drug
ic_D60,drug
ic_D61,drug
ic_D62,drug
ic_D63,drug
ic_D64,drug
ic_D65,drug
ic_D66,drug
ic_D67,drug
ic_D68,drug
ic_D69,drug
ic_D70,drug
ic_D71,drug
ic_D72,drug
ic_D73,drug
ic_D74,drug
ic_D75,drug
ic_D76,drug
ic_D77,drug
ic_D78,drug
ic_D79,drug
ic_D80,drug
ic_D81,drug
ic_D82,drug
ic_D83,drug
ic_D84,drug
ic_D85,drug
ic_D86,drug
ic_D87,drug
ic_D88,drug
ic_D89,drug
ic_D90,drug
ic_D91,drug
ic_D92,drug
ic_D93,drug
ic_D94,drug
ic_D95,drug
ic_D96,drug
ic_D97,drug
ic_D98,drug
ic_D99,drug
ic_D100,drug
ic_D101,drug
ic_D102,drug
ic_D103,drug
ic_D104,drug
ic_D105,drug
ic_D106,drug
ic_D107,drug
ic_D108,drug
ic_D109,drug
ic_D110,drug
ic_D111,drug
ic_D112,drug
ic_D113,drug
ic_D114,drug
ic_D115,drug
ic_D116,drug
ic_D117,drug
ic_D118,drug
ic_D119,drug
ic_D120,drug
ic_D121,drug
ic_D122,drug
ic_D123,drug
ic_D124,drug
ic_D125,drug
ic_D126,drug
ic_D127,drug
ic_D128,drug
ic_D129,drug
ic_D130,drug
ic_D131,drug
ic_D132,drug
ic_D133,drug
ic_D134,drug
ic_D135,drug
ic_D136,drug
ic_D137,drug
ic_D138,drug
ic_D139,drug
ic_D140,drug
ic_D141,drug
ic_D142,drug
ic_D143,drug
ic_D144,drug
ic_D145,drug
ic_D146,drug
ic_D147,drug
ic_D148,drug
ic_D149,drug
ic_D150,drug
ic_D151,drug
ic_D152,drug
ic_D153,drug
ic_D154,drug
ic_D155,drug
ic_D156,drug
ic_D157,drug
ic_D158,drug
ic_D159,drug
ic_D160,drug
ic_D161,drug
ic_D162,drug
ic_D163,drug
ic_D164,drug
ic_D165,drug
ic_D166,drug
ic_D167,drug
ic_D168,drug
ic_D169,drug
ic_D170,drug
ic_D171,drug
ic_D172,drug
ic_D173,drug
ic_D174,drug
ic_D175,drug
ic_D176,drug
ic_D177,drug
ic_D178,drug
ic_D179,drug
ic_D180,drug
ic_D181,drug
ic_D182,drug
ic_D183,drug
ic_D184,drug
ic_D185,drug
ic_D186,drug
ic_D187,drug
ic_D188,drug
ic_D189,drug
ic_D190,drug
ic_D191,drug
ic_D192,drug
ic_D193,drug
ic_D194,drug
ic_D195,drug
ic_D196,drug
ic_D197,drug
ic_D198,drug
ic_D199,drug
ic_D200,drug
ic_D201,drug
ic_D202,drug
ic_D203,drug
ic_D204,drug
ic_D205,drug
ic_D206,drug
ic_D207,drug
ic_D208,drug
ic_D209,drug
ic_D210,drug
nr_D1,drug
nr_D2,drug
nr_D3,drug
nr_D4,drug
nr_D5,drug
nr_D6,drug
nr_D7,drug
nr_D8,drug
nr_D9,drug
nr_D10,drug
nr_D11,drug
nr_D12,drug
nr_D13,drug
nr_D14,drug
nr_D15,drug
nr_D16,drug
nr_D17,drug
nr_D18,drug
nr_D19,drug
nr_D20,drug
nr_D21,drug
nr_D22,drug
nr_D23,drug
nr_D24,drug
nr_D25,drug
nr_D26,drug
nr_D27,drug
nr_D28,drug
nr_D29,drug
nr_D30,drug
nr_D31,drug
nr_D32,drug
nr_D33,drug
nr_D34,drug
nr_D35,drug
nr_D36,drug
nr_D37,drug
nr_D38,drug
nr_D39,drug
nr_D40,drug
nr_D41,drug
nr_D42,drug
nr_D43,drug
nr_D44,drug
nr_D45,drug
nr_D46,drug
nr_D47,drug
nr_D48,drug
nr_D49,drug
nr_D50,drug
nr_D51,drug
nr_D52,drug
nr_D53,drug
nr_D54,drug
T1,target
T22,target
T25,target
T29,target
T35,target
T36,target
T41,target
T44,target
T46,target
T51,target
T52,target
T53,target
T55,target
T60,target
T120,target
T140,target
T142,target
T168,target
T171,target
T220,target
T223,target
T234,target
T250,target
T259,target
T260,target
T278,target
T279,target
T285,target
T293,target
T312,target
T313,target
T328,target
T330,target
T491,target
T530,target
T549,target
T559,target
T112,target
T121,target
T128,target
T179,target
T201,target
T227,target
T232,target
T282,target
T286,target
T297,target
T325,target
T349,target
T601,target
T268,target
T251,target
T366,target
T437,target
T3,target
T21,target
T176,target
T374,target
T570,target
T576,target
T270,target
T272,target
T375,target
T377,target
T378,target
T515,target
T544,target
T568,target
T261,target
T262,target
T265,target
T158,target
T253,target
T509,target
T525,target
T567,target
T2,target
T66,target
T73,target
T195,target
T329,target
T333,target
T364,target
T542,target
T597,target
T641,target
T664,target
T221,target
T15,target
T336,target
T517,target
T529,target
T569,target
T14,target
T24,target
T37,target
T49,target
T50,target
T117,target
T127,target
T162,target
T165,target
T166,target
T167,target
T169,target
T170,target
T205,target
T206,target
T249,target
T257,target
T258,target
T274,target
T288,target
T306,target
T307,target
T308,target
T334,target
T353,target
T367,target
T387,target
T389,target
T415,target
T426,target
T427,target
T436,target
T445,target
T446,target
T461,target
T465,target
T485,target
T486,target
T510,target
T511,target
T512,target
T513,target
T514,target
T532,target
T541,target
T546,target
T565,target
T586,target
T621,target
T650,target
T656,target
T207,target
T350,target
T478,target
T547,target
T67,target
T283,target
T335,target
T351,target
T119,target
T280,target
T290,target
T304,target
T531,target
T208,target
T642,target
T413,target
T643,target
T211,target
T212,target
T213,target
T214,target
T215,target
T289,target
T319,target
T320,target
T337,target
T519,target
T622,target
T385,target
T419,target
T421,target
T439,target
T470,target
T653,target
T17,target
T34,target
T38,target
T40,target
T56,target
T63,target
T65,target
T71,target
T77,target
T129,target
T130,target
T131,target
T132,target
T133,target
T134,target
T135,target
T136,target
T137,target
T190,target
T193,target
T199,target
T240,target
T310,target
T386,target
T414,target
T438,target
T459,target
T460,target
T462,target
T463,target
T464,target
T466,target
T467,target
T468,target
T469,target
T471,target
T472,target
T473,target
T474,target
T475,target
T476,target
T477,target
T479,target
T480,target
T482,target
T483,target
T524,target
T543,target
T616,target
T619,target
T626,target
T636,target
T637,target
T638,target
T651,target
T661,target
T520,target
T202,target
T581,target
T582,target
T91,target
T309,target
T110,target
T94,target
T113,target
T172,target
T175,target
T178,target
T181,target
T338,target
T365,target
T16,target
T97,target
T116,target
T384,target
T516,target
T28,target
T82,target
T83,target
T84,target
T85,target
T86,target
T87,target
T88,target
T89,target
T90,target
T92,target
T93,target
T95,target
T96,target
T98,target
T99,target
T100,target
T101,target
T102,target
T103,target
T104,target
T105,target
T106,target
T107,target
T108,target
T109,target
T111,target
T146,target
T224,target
T241,target
T252,target
T321,target
T380,target
T392,target
T518,target
T550,target
T635,target
T647,target
T657,target
T118,target
T229,target
T42,target
T78,target
T144,target
T145,target
T444,target
T379,target
T115,target
T237,target
T447,target
T218,target
T222,target
T236,target
T645,target
T19,target
T32,target
T81,target
T122,target
T123,target
T124,target
T373,target
T566,target
T39,target
T209,target
T302,target
T604,target
T605,target
T606,target
T607,target
T608,target
T609,target
T610,target
T611,target
T612,target
T613,target
T256,target
T27,target
T233,target
T376,target
T393,target
T395,target
T396,target
T397,target
T398,target
T399,target
T400,target
T401,target
T404,target
T405,target
T406,target
T407,target
T408,target
T409,target
T640,target
T164,target
T317,target
T324,target
T627,target
T631,target
T13,target
T318,target
T191,target
T348,target
T424,target
T125,target
T228,target
T238,target
T255,target
T361,target
T382,target
T551,target
T552,target
T632,target
T663,target
T271,target
T138,target
T584,target
T585,target
T600,target
T276,target
T277,target
T31,target
T54,target
T64,target
T198,target
T239,target
T264,target
T281,target
T381,target
T383,target
T402,target
T403,target
T411,target
T416,target
T417,target
T428,target
T429,target
T430,target
T431,target
T432,target
T433,target
T434,target
T435,target
T487,target
T489,target
T556,target
T557,target
T633,target
T62,target
T192,target
T292,target
T45,target
T660,target
T362,target
T623,target
T267,target
T291,target
T354,target
T388,target
T523,target
T630,target
T352,target
T345,target
T231,target
T391,target
T243,target
T244,target
T245,target
T246,target
T247,target
T248,target
T574,target
T79,target
T578,target
T579,target
T589,target
T598,target
T599,target
T343,target
T189,target
T61,target
T363,target
T26,target
T57,target
T346,target
T347,target
T273,target
T341,target
T342,target
T344,target
T47,target
T580,target
T583,target
T644,target
T275,target
T20,target
T43,target
T48,target
T58,target
T139,target
T219,target
T225,target
T266,target
T269,target
T315,target
T316,target
T369,target
T370,target
T371,target
T372,target
T394,target
T422,target
T423,target
T425,target
T440,target
T441,target
T442,target
T548,target
T560,target
T618,target
T620,target
T624,target
T625,target
T634,target
T654,target
T658,target
T23,target
T33,target
T448,target
T449,target
T450,target
T451,target
T452,target
T453,target
T454,target
T455,target
T456,target
T457,target
T592,target
T593,target
T594,target
T595,target
T596,target
T617,target
T6,target
T18,target
T59,target
T75,target
T76,target
T141,target
T143,target
T147,target
T148,target
T149,target
T150,target
T151,target
T152,target
T153,target
T154,target
T155,target
T156,target
T157,target
T159,target
T160,target
T161,target
T174,target
T182,target
T183,target
T185,target
T186,target
T187,target
T188,target
T196,target
T197,target
T200,target
T210,target
T216,target
T217,target
T242,target
T254,target
T263,target
T284,target
T294,target
T295,target
T296,target
T298,target
T299,target
T300,target
T303,target
T305,target
T311,target
T322,target
T323,target
T327,target
T331,target
T340,target
T355,target
T356,target
T357,target
T358,target
T359,target
T360,target
T410,target
T412,target
T481,target
T490,target
T503,target
T504,target
T505,target
T506,target
T507,target
T521,target
T522,target
T534,target
T535,target
T536,target
T539,target
T545,target
T553,target
T554,target
T555,target
T562,target
T564,target
T571,target
T572,target
T573,target
T575,target
T577,target
T587,target
T588,target
T591,target
T602,target
T603,target
T614,target
T646,target
T648,target
T649,target
T652,target
T655,target
T163,target
T74,target
T184,target
T493,target
T494,target
T495,target
T496,target
T497,target
T498,target
T499,target
T500,target
T501,target
T502,target
T540,target
T443,target
T537,target
T558,target
T628,target
T177,target
T68,target
T69,target
T70,target
T458,target
T126,target
T301,target
T226,target
T30,target
T508,target
T615,target
T114,target
T418,target
T561,target
T368,target
T173,target
T230,target
T287,target
T488,target
T492,target
T526,target
T527,target
T528,target
T629,target
T4,target
T5,target
T7,target
T8,target
T9,target
T10,target
T11,target
T12,target
T194,target
T332,target
T639,target
T662,target
T563,target
T590,target
T533,target
T80,target
T180,target
T420,target
T538,target
T203,target
T204,target
T72,target
T235,target
T390,target
T659,target
T314,target
T326,target
T339,target
T484,target
